Fecha,Ventas,NumTransacc,NumPedidos,NumClientes,UnidadesVendidas,EsFinDeSemana,Trimestre,SemanaMes,DiaAnio,SemanaAnio,Ventas_Lag1,Ventas_Lag7,Ventas_Media_7d,Ventas_Media_30d,Es_Navidad,Dias_para_Navidad,DiaSemana_sin,DiaSemana_cos,Mes_sin,Mes_cos,Prod_20724,Prod_20725,Prod_21212,Prod_21977,Prod_22086,Prod_22178,Prod_22197,Prod_22492,Prod_22834,Prod_23084,Prod_23203,Prod_23307,Prod_47566,Prod_71459,Prod_84077,Prod_84755,Prod_84879,Prod_85099B,Prod_85123A,Prod_Otros,Prod_Sin_Actividad
2010-12-18,0.0,0.0,0.0,0.0,0.0,1,4,3,352,50,38142.45,0.0,27811.534285714286,29962.763636363634,0,7,-0.9749279121818236,-0.2225209339563146,-0.5000000000000004,0.8660254037844384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2010-12-19,7034.15,496.0,23.0,17.0,3613.0,1,4,3,353,50,0.0,16739.8,26425.012857142858,28052.045833333334,0,6,-0.7818314824680299,0.6234898018587334,-0.5000000000000004,0.8660254037844384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2010-12-20,21587.32,1656.0,61.0,41.0,11590.0,0,4,3,354,51,7034.15,34626.06,24562.33571428571,27554.759230769232,1,5,0.0,1.0,-0.5000000000000004,0.8660254037844384,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-12-21,36274.57,1534.0,54.0,23.0,11550.0,0,4,3,355,51,21587.32,40153.95,24008.138571428568,28177.602857142858,1,4,0.7818314824680298,0.6234898018587336,-0.5000000000000004,0.8660254037844384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2010-12-22,4394.97,220.0,16.0,13.0,2756.0,0,4,4,356,51,36274.57,26630.96,20831.56857142857,26592.093999999997,1,3,0.9749279121818236,-0.22252093395631434,-0.5000000000000004,0.8660254037844384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2010-12-23,10815.62,936.0,27.0,15.0,5723.0,0,4,4,357,51,4394.97,38387.52,16892.725714285716,25606.064374999998,1,2,0.43388373911755823,-0.900968867902419,-0.5000000000000004,0.8660254037844384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2010-12-24,0.0,0.0,0.0,0.0,0.0,0,4,4,358,51,10815.62,38142.45,11443.804285714286,24099.825294117647,1,1,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2010-12-25,0.0,0.0,0.0,0.0,0.0,1,4,4,359,51,0.0,0.0,11443.804285714286,22760.94611111111,1,0,-0.9749279121818236,-0.2225209339563146,-0.5000000000000004,0.8660254037844384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2010-12-26,0.0,0.0,0.0,0.0,0.0,1,4,4,360,51,0.0,7034.15,10438.925714285715,21563.001578947365,0,0,-0.7818314824680299,0.6234898018587334,-0.5000000000000004,0.8660254037844384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2010-12-27,0.0,0.0,0.0,0.0,0.0,0,4,4,361,52,0.0,21587.32,7355.022857142858,20484.851499999997,0,0,0.0,1.0,-0.5000000000000004,0.8660254037844384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2010-12-28,0.0,0.0,0.0,0.0,0.0,0,4,4,362,52,0.0,36274.57,2172.941428571429,19509.38238095238,0,0,0.7818314824680298,0.6234898018587336,-0.5000000000000004,0.8660254037844384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2010-12-29,0.0,0.0,0.0,0.0,0.0,0,4,5,363,52,0.0,4394.97,1545.0885714285712,18622.59227272727,0,0,0.9749279121818236,-0.22252093395631434,-0.5000000000000004,0.8660254037844384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2010-12-30,0.0,0.0,0.0,0.0,0.0,0,4,5,364,52,0.0,10815.62,0.0,17812.914347826085,0,0,0.43388373911755823,-0.900968867902419,-0.5000000000000004,0.8660254037844384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2010-12-31,0.0,0.0,0.0,0.0,0.0,0,4,5,365,52,0.0,0.0,0.0,17070.709583333333,0,0,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2011-01-01,0.0,0.0,0.0,0.0,0.0,1,1,1,1,52,0.0,0.0,0.0,16387.8812,0,0,-0.9749279121818236,-0.2225209339563146,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2011-01-02,0.0,0.0,0.0,0.0,0.0,1,1,1,2,52,0.0,0.0,0.0,15757.578076923075,0,0,-0.7818314824680299,0.6234898018587334,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2011-01-03,0.0,0.0,0.0,0.0,0.0,0,1,1,3,1,0.0,0.0,0.0,15173.964074074072,0,0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2011-01-04,14273.06,1141.0,36.0,34.0,8369.0,0,1,1,4,1,0.0,0.0,2039.0085714285713,15141.788928571428,0,0,0.7818314824680298,0.6234898018587336,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2011-01-05,27034.94,1653.0,55.0,45.0,17067.0,0,1,1,5,1,14273.06,0.0,5901.142857142857,15551.897586206895,0,0,0.9749279121818236,-0.22252093395631434,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2011-01-06,35547.31,1756.0,50.0,45.0,20162.0,0,1,1,6,1,27034.94,0.0,10979.33,16218.411333333332,0,0,0.43388373911755823,-0.900968867902419,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2011-01-07,23551.88,1755.0,53.0,45.0,15371.0,0,1,1,7,1,35547.31,0.0,14343.884285714286,15639.349333333334,0,0,-0.433883739117558,-0.9009688679024191,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2011-01-08,0.0,0.0,0.0,0.0,0.0,1,1,2,8,1,23551.88,0.0,14343.884285714286,14196.060333333333,0,0,-0.9749279121818236,-0.2225209339563146,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2011-01-09,14817.12,1070.0,48.0,48.0,7980.0,1,1,2,9,1,0.0,0.0,16460.615714285716,13000.389333333333,0,0,-0.7818314824680299,0.6234898018587334,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2011-01-10,22213.3,1942.0,39.0,32.0,12466.0,0,1,2,10,2,14817.12,0.0,19633.944285714282,13740.832666666665,0,0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2011-01-11,29535.12,1381.0,58.0,47.0,13732.0,0,1,2,11,2,22213.3,14273.06,21814.238571428574,14167.34333333333,0,0,0.7818314824680298,0.6234898018587336,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2011-01-12,22118.97,1765.0,45.0,42.0,10524.0,0,1,2,12,2,29535.12,27034.94,21111.957142857143,13750.440333333334,0,0,0.9749279121818236,-0.22252093395631434,0.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-01-13,18460.71,1425.0,44.0,41.0,9657.0,0,1,2,13,2,22118.97,35547.31,18671.014285714286,13027.332333333334,0,0,0.43388373911755823,-0.900968867902419,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2011-01-14,38101.47,1474.0,47.0,37.0,18525.0,0,1,2,14,2,18460.71,23551.88,20749.527142857143,13409.682666666666,0,0,-0.433883739117558,-0.9009688679024191,0.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-01-15,0.0,0.0,0.0,0.0,0.0,1,1,3,15,2,38101.47,0.0,20749.527142857143,12130.098666666665,0,0,-0.9749279121818236,-0.2225209339563146,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2011-01-16,6039.42,602.0,25.0,22.0,3394.0,1,1,3,16,2,0.0,14817.12,19495.570000000003,11059.997666666666,0,0,-0.7818314824680299,0.6234898018587334,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-01-17,26782.9,2532.0,50.0,45.0,12890.0,0,1,3,17,3,6039.42,22213.3,20148.37,11952.761,0,0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2011-01-18,16342.74,1406.0,40.0,30.0,8036.0,0,1,3,18,3,26782.9,29535.12,18263.744285714285,12263.047333333332,0,0,0.7818314824680298,0.6234898018587336,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2011-01-19,20842.28,1389.0,35.0,33.0,13475.0,0,1,3,19,3,16342.74,22118.97,18081.36,12238.212666666666,0,0,0.9749279121818236,-0.22252093395631434,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2011-01-20,19047.05,1464.0,38.0,30.0,9771.0,0,1,3,20,3,20842.28,18460.71,18165.12285714286,11663.962,0,0,0.43388373911755823,-0.900968867902419,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2011-01-21,29946.77,1522.0,38.0,31.0,14500.0,0,1,3,21,3,19047.05,38101.47,17000.165714285715,12515.688666666665,0,0,-0.433883739117558,-0.9009688679024191,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2011-01-22,0.0,0.0,0.0,0.0,0.0,1,1,4,22,3,29946.77,0.0,17000.165714285715,12155.168,0,0,-0.9749279121818236,-0.2225209339563146,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2011-01-23,9892.79,841.0,27.0,27.0,5042.0,1,1,4,23,3,0.0,6039.42,17550.647142857142,12484.927666666666,0,0,-0.7818314824680299,0.6234898018587334,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2011-01-24,23715.89,1448.0,52.0,42.0,11533.0,0,1,4,24,4,9892.79,26782.9,17112.50285714286,13275.457333333332,0,0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2011-01-25,26202.34,1570.0,66.0,56.0,15120.0,0,1,4,25,4,23715.89,16342.74,18521.01714285714,14148.868666666667,0,0,0.7818314824680298,0.6234898018587336,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2011-01-26,17735.81,1235.0,56.0,49.0,9133.0,0,1,4,26,4,26202.34,20842.28,18077.235714285714,14740.062333333333,0,0,0.9749279121818236,-0.22252093395631434,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2011-01-27,22073.68,1463.0,52.0,50.0,11211.0,0,1,4,27,4,17735.81,19047.05,18509.61142857143,15475.851666666666,0,0,0.43388373911755823,-0.900968867902419,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2011-01-28,17214.3,887.0,40.0,36.0,8575.0,0,1,4,28,4,22073.68,29946.77,16690.687142857143,16049.661666666665,0,0,-0.433883739117558,-0.9009688679024191,0.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-01-29,0.0,0.0,0.0,0.0,0.0,1,1,5,29,4,17214.3,0.0,16690.687142857143,16049.661666666665,0,0,-0.9749279121818236,-0.2225209339563146,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2011-01-30,6360.62,697.0,24.0,22.0,3383.0,1,1,5,30,4,0.0,9892.79,16186.091428571428,16261.682333333334,0,0,-0.7818314824680299,0.6234898018587334,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2011-01-31,20775.35,1455.0,62.0,50.0,11836.0,0,1,5,31,5,6360.62,23715.89,15766.014285714287,16954.194,0,0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2011-02-01,27016.63,1508.0,63.0,57.0,15025.0,0,1,1,32,5,20775.35,26202.34,15882.341428571428,17854.748333333333,0,0,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2011-02-02,19703.02,1366.0,62.0,54.0,9620.0,0,1,1,33,5,27016.63,17735.81,16163.371428571427,18511.515666666666,0,0,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2011-02-03,18542.59,966.0,45.0,43.0,9428.0,0,1,1,34,5,19703.02,22073.68,15658.929999999998,18653.833333333332,0,0,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2011-02-04,21342.86,1184.0,52.0,41.0,9372.0,0,1,1,35,5,18542.59,17214.3,16248.724285714285,18464.097333333335,0,0,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-02-05,0.0,0.0,0.0,0.0,0.0,1,1,1,36,5,21342.86,0.0,16248.724285714285,17279.186999999998,0,0,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2011-02-06,3415.15,273.0,11.0,11.0,1992.0,1,1,1,37,5,0.0,6360.62,15827.942857142858,16607.962666666666,0,0,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-02-07,16303.79,1215.0,42.0,35.0,7272.0,0,1,1,38,6,3415.15,20775.35,15189.14857142857,17151.422333333332,0,0,0.0,1.0,0.49999999999999994,0.8660254037844387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2011-02-08,18672.63,1187.0,45.0,37.0,9327.0,0,1,2,39,6,16303.79,27016.63,13997.148571428572,17279.939333333332,0,0,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2011-02-09,15325.49,864.0,29.0,22.0,7060.0,0,1,2,40,6,18672.63,19703.02,13371.787142857143,17050.345666666668,0,0,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-02-10,11777.45,708.0,41.0,39.0,7151.0,0,1,2,41,6,15325.49,18542.59,12405.338571428572,16458.423333333332,0,0,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2011-02-11,17837.82,859.0,45.0,34.0,7866.0,0,1,2,42,6,11777.45,21342.86,11904.618571428573,16315.718333333332,0,0,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2011-02-12,0.0,0.0,0.0,0.0,0.0,1,1,2,43,6,17837.82,0.0,11904.618571428573,15700.361333333332,0,0,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2011-02-13,5448.45,595.0,20.0,20.0,2679.0,1,1,2,44,6,0.0,3415.15,12195.09,14611.927333333333,0,0,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2011-02-14,22015.95,1077.0,42.0,36.0,10881.0,0,1,2,45,7,5448.45,16303.79,13011.112857142858,15345.792333333335,0,0,0.0,1.0,0.49999999999999994,0.8660254037844387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2011-02-15,34255.57,1298.0,58.0,47.0,16368.0,0,1,3,46,7,22015.95,18672.63,15237.247142857144,16286.330666666669,0,0,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2011-02-16,23097.06,1173.0,63.0,56.0,12293.0,0,1,3,47,7,34255.57,15325.49,16347.471428571429,16163.469333333334,0,0,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2011-02-17,24023.96,1691.0,67.0,49.0,13139.0,0,1,3,48,7,23097.06,11777.45,18096.972857142857,16419.51,0,0,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-02-18,15228.36,806.0,38.0,33.0,8527.0,0,1,3,49,7,24023.96,17837.82,17724.192857142854,16232.379333333336,0,0,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2011-02-19,0.0,0.0,0.0,0.0,0.0,1,1,3,50,7,15228.36,0.0,17724.192857142858,15597.477666666668,0,0,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2011-02-20,9280.21,821.0,26.0,26.0,4927.0,1,1,3,51,7,0.0,5448.45,18271.587142857144,14908.592333333334,0,0,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2011-02-21,30641.65,1353.0,37.0,31.0,17966.0,0,1,3,52,8,9280.21,22015.95,19503.829999999998,15929.980666666668,0,0,0.0,1.0,0.49999999999999994,0.8660254037844387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2011-02-22,28040.4,1560.0,52.0,47.0,16656.0,0,1,4,53,8,30641.65,34255.57,18615.948571428573,16534.900999999998,0,0,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2011-02-23,24348.44,1557.0,63.0,49.0,11641.0,0,1,4,54,8,28040.4,23097.06,18794.717142857142,16555.986,0,0,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-02-24,21770.58,1263.0,55.0,52.0,11433.0,0,1,4,55,8,24348.44,24023.96,18472.805714285718,16408.260666666665,0,0,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2011-02-25,16479.02,960.0,49.0,42.0,9972.0,0,1,4,56,8,21770.58,15228.36,18651.47142857143,16366.367666666667,0,0,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-02-26,0.0,0.0,0.0,0.0,0.0,1,1,4,57,8,16479.02,0.0,18651.47142857143,15630.578333333335,0,0,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2011-02-27,9262.14,783.0,33.0,31.0,4778.0,1,1,4,58,8,0.0,9280.21,18648.89,15365.506333333335,0,0,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2011-02-28,19396.45,1647.0,55.0,49.0,9666.0,0,1,4,59,9,9262.14,30641.65,17042.432857142856,16012.054666666667,0,0,0.0,1.0,0.49999999999999994,0.8660254037844387,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-03-01,23729.53,1337.0,60.0,52.0,11848.0,0,1,1,60,9,19396.45,28040.4,16426.594285714287,16591.018333333333,0,0,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2011-03-02,16931.53,886.0,43.0,40.0,7924.0,0,1,1,61,9,23729.53,24348.44,15367.035714285714,16462.891,0,0,0.9749279121818236,-0.22252093395631434,0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2011-03-03,30612.76,1325.0,49.0,46.0,15773.0,0,1,1,62,9,16931.53,21770.58,16630.204285714288,16582.762,0,0,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2011-03-04,16946.32,1080.0,49.0,38.0,10177.0,0,1,1,63,9,30612.76,16479.02,16696.961428571427,16490.872,0,0,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2011-03-05,0.0,0.0,0.0,0.0,0.0,1,1,1,64,9,16946.32,0.0,16696.961428571427,15872.785666666667,0,0,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2011-03-06,9333.16,813.0,27.0,24.0,4943.0,1,1,1,65,9,0.0,9262.14,16707.10714285714,15472.462333333333,0,0,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2011-03-07,26241.03,1882.0,67.0,48.0,11402.0,0,1,1,66,10,9333.16,19396.45,17684.904285714285,16347.163333333334,0,0,0.0,1.0,0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2011-03-08,24000.09,1566.0,48.0,41.0,13055.0,0,1,2,67,10,26241.03,23729.53,17723.55571428571,17033.328,0,0,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2011-03-09,19522.37,1228.0,53.0,47.0,10349.0,0,1,2,68,10,24000.09,16931.53,18093.675714285713,17140.614,0,0,0.9749279121818236,-0.22252093395631434,0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2011-03-10,23628.329999999998,1074.0,56.0,46.0,13305.0,0,1,2,69,10,19522.37,30612.76,17095.899999999998,17305.804,0,0,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-03-11,20283.74,931.0,50.0,40.0,9480.0,0,1,2,70,10,23628.329999999998,16946.32,17572.674285714285,17471.079,0,0,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
