CustomerID,Recency,Frequency,Monetary,num_meses_activo,frecuencia_mensual,dias_entre_compras,ticket_promedio,gasto_mensual,num_productos_unicos,diversidad_producto,cantidad_total_comprada,cantidad_promedio_por_compra,num_cancelaciones,tasa_cancelacion,valor_devuelto,ratio_devolucion_monetario,compras_fin_semana,ratio_fin_semana,dia_semana_mas_frecuente,pais
12373.0,311,1,324.6,1,1.0,0.0,324.6,324.6,13,13.0,196,196.0,0,0.0,0.0,0.0,0,0.0,Tuesday,Otros
12374.0,25,1,614.53,1,1.0,0.0,614.53,614.53,32,32.0,339,339.0,0,0.0,0.0,0.0,0,0.0,Monday,Otros
12375.0,3,2,377.5,2,1.0,87.0,188.75,188.75,13,6.5,176,88.0,1,0.5,2.08,0.0055,0,0.0,Friday,Otros
12377.0,315,2,1548.12,2,1.0,39.0,774.06,774.06,71,35.5,942,471.0,0,0.0,0.0,0.0,0,0.0,Monday,Otros
12378.0,130,1,3951.74,1,1.0,0.0,3951.74,3951.74,219,219.0,2361,2361.0,0,0.0,0.0,0.0,0,0.0,Tuesday,Otros
12379.0,82,2,777.24,2,1.0,88.0,388.62,388.62,38,19.0,402,201.0,1,0.5,1.95,0.0025,0,0.0,Wednesday,Otros
12380.0,22,4,2354.61,4,1.0,54.7,588.65,588.65,76,19.0,1110,277.5,1,0.25,4.25,0.0018,0,0.0,Friday,Otros
12381.0,5,3,1474.81,3,1.0,57.5,491.6,491.6,69,23.0,797,265.7,1,0.3333,41.35,0.028,1,0.3333,Friday,Otros
12383.0,185,5,1619.92,5,1.0,41.8,323.98,323.98,83,16.6,1494,298.8,1,0.2,11.25,0.0069,0,0.0,Wednesday,Otros
12384.0,29,2,425.27,2,1.0,92.0,212.64,212.64,25,12.5,122,61.0,1,0.5,19.11,0.0449,0,0.0,Wednesday,Otros
12386.0,338,2,401.9,2,1.0,29.0,200.95,200.95,10,5.0,354,177.0,0,0.0,0.0,0.0,0,0.0,Wednesday,Otros
12388.0,16,6,2780.66,6,1.0,62.2,463.44,463.44,57,9.5,1462,243.7,0,0.0,0.0,0.0,1,0.1667,Thursday,Otros
12390.0,80,1,496.44,1,1.0,0.0,496.44,496.44,31,31.0,350,350.0,0,0.0,0.0,0.0,0,0.0,Wednesday,Otros
12391.0,22,1,435.46,1,1.0,0.0,435.46,435.46,92,92.0,293,293.0,0,0.0,0.0,0.0,0,0.0,Friday,Otros
12393.0,72,4,1582.6,3,1.33,86.7,395.65,527.53,47,11.75,816,204.0,0,0.0,0.0,0.0,0,0.0,Wednesday,Otros
12394.0,64,2,841.12,2,1.0,153.0,420.56,420.56,25,12.5,536,268.0,0,0.0,0.0,0.0,0,0.0,Friday,Otros
12395.0,16,12,2655.43,8,1.5,31.9,221.29,331.93,90,7.5,2097,174.8,3,0.25,20.35,0.0077,1,0.0833,Friday,Otros
12397.0,36,2,2183.3,2,1.0,99.0,1091.65,1091.65,109,54.5,1250,625.0,0,0.0,0.0,0.0,0,0.0,Wednesday,Otros
12398.0,46,1,1435.66,1,1.0,0.0,1435.66,1435.66,84,84.0,1389,1389.0,0,0.0,0.0,0.0,0,0.0,Tuesday,Otros
12399.0,119,4,1033.65,4,1.0,47.3,258.41,258.41,46,11.5,1173,293.2,0,0.0,0.0,0.0,0,0.0,Tuesday,Otros
12401.0,303,1,69.3,1,1.0,0.0,69.3,69.3,4,4.0,10,10.0,0,0.0,0.0,0.0,0,0.0,Wednesday,Otros
12402.0,323,1,195.6,1,1.0,0.0,195.6,195.6,10,10.0,92,92.0,0,0.0,0.0,0.0,0,0.0,Thursday,Otros
12403.0,50,1,391.7,1,1.0,0.0,391.7,391.7,4,4.0,94,94.0,0,0.0,0.0,0.0,0,0.0,Friday,Otros
12405.0,149,1,1390.39,1,1.0,0.0,1390.39,1390.39,53,53.0,849,849.0,0,0.0,0.0,0.0,0,0.0,Thursday,Otros
12406.0,22,2,3388.9,2,1.0,161.0,1694.45,1694.45,92,46.0,1818,909.0,1,0.5,114.75,0.0339,0,0.0,Thursday,Otros
12407.0,50,5,1458.48,4,1.25,53.5,291.7,364.62,56,11.2,1251,250.2,0,0.0,0.0,0.0,1,0.2,Wednesday,Otros
12408.0,33,5,2593.35,4,1.25,56.8,518.67,648.34,80,16.0,1391,278.2,3,0.6,30.98,0.0119,0,0.0,Friday,Otros
12409.0,79,3,10999.47,2,1.5,51.5,3666.49,5499.74,91,30.33,5527,1842.3,4,1.3333,15.74,0.0014,0,0.0,Friday,Otros
12410.0,301,2,533.33,1,2.0,0.0,266.67,533.33,25,12.5,207,103.5,1,0.5,12.25,0.023,0,0.0,Friday,Otros
12412.0,75,3,1142.88,3,1.0,47.0,380.96,380.96,42,14.0,824,274.7,0,0.0,0.0,0.0,0,0.0,Monday,Otros
12413.0,67,3,668.9,3,1.0,135.0,222.97,222.97,28,9.33,282,94.0,1,0.3333,9.95,0.0149,1,0.3333,Thursday,France
12414.0,217,3,442.41,3,1.0,46.5,147.47,147.47,15,5.0,297,99.0,0,0.0,0.0,0.0,0,0.0,Wednesday,Otros
12415.0,24,20,99547.57,10,2.0,16.5,4977.38,9954.76,443,22.15,54353,2717.6,4,0.2,926.35,0.0093,0,0.0,Wednesday,Otros
12417.0,3,9,3163.3,8,1.12,44.2,351.48,395.41,157,17.44,1527,169.7,3,0.3333,63.1,0.0199,1,0.1111,Thursday,Otros
12418.0,113,1,668.58,1,1.0,0.0,668.58,668.58,34,34.0,407,407.0,0,0.0,0.0,0.0,0,0.0,Friday,Otros
12420.0,64,1,591.99,1,1.0,0.0,591.99,591.99,29,29.0,345,345.0,0,0.0,0.0,0.0,0,0.0,Friday,Otros
12421.0,16,4,639.04,4,1.0,101.0,159.76,159.76,31,7.75,478,119.5,0,0.0,0.0,0.0,1,0.25,Sunday,Otros
12422.0,96,3,683.56,3,1.0,114.5,227.85,227.85,38,12.67,367,122.3,0,0.0,0.0,0.0,0,0.0,Friday,Otros
12423.0,1,8,1625.91,8,1.0,50.3,203.24,203.24,96,12.0,1324,165.5,1,0.125,10.2,0.0063,0,0.0,Monday,Otros
12424.0,163,2,1735.52,1,2.0,0.0,867.76,1735.52,30,15.0,716,358.0,0,0.0,0.0,0.0,0,0.0,Thursday,Otros
12425.0,78,1,777.2,1,1.0,0.0,777.2,777.2,36,36.0,496,496.0,0,0.0,0.0,0.0,0,0.0,Thursday,Otros
12426.0,195,1,506.53,1,1.0,0.0,506.53,506.53,29,29.0,254,254.0,0,0.0,0.0,0.0,1,1.0,Sunday,Germany
12427.0,12,3,664.52,3,1.0,174.5,221.51,221.51,25,8.33,358,119.3,2,0.6667,82.15,0.1236,0,0.0,Friday,Germany
12428.0,26,8,6396.86,5,1.6,36.7,799.61,1279.37,256,32.0,3509,438.6,3,0.375,39.26,0.0061,1,0.125,Tuesday,Otros
12429.0,9,4,3370.8,4,1.0,118.7,842.7,842.7,81,20.25,1538,384.5,0,0.0,0.0,0.0,0,0.0,Monday,Otros
12430.0,43,1,216.4,1,1.0,0.0,216.4,216.4,10,10.0,116,116.0,0,0.0,0.0,0.0,0,0.0,Thursday,Otros
12431.0,36,15,5645.71,8,1.88,24.1,376.38,705.71,162,10.8,2481,165.4,3,0.2,71.06,0.0126,2,0.1333,Thursday,Otros
12432.0,43,4,4166.02,2,2.0,43.0,1041.51,2083.01,106,26.5,1800,450.0,0,0.0,0.0,0.0,0,0.0,Monday,Otros
12433.0,1,7,13167.71,5,1.4,62.0,1881.1,2633.54,219,31.29,10639,1519.9,0,0.0,0.0,0.0,0,0.0,Wednesday,Otros
12434.0,85,2,806.14,2,1.0,175.0,403.07,403.07,46,23.0,394,197.0,2,1.0,40.95,0.0508,0,0.0,Friday,Otros
12435.0,80,2,7468.45,2,1.0,188.0,3734.22,3734.22,31,15.5,1887,943.5,0,0.0,0.0,0.0,0,0.0,Thursday,Otros
12436.0,100,1,429.01,1,1.0,0.0,429.01,429.01,15,15.0,209,209.0,0,0.0,0.0,0.0,0,0.0,Thursday,Otros
12437.0,2,18,4447.41,10,1.8,19.4,247.08,444.74,117,6.5,2894,160.8,1,0.0556,54.75,0.0123,0,0.0,Wednesday,France
12438.0,14,2,2466.85,2,1.0,125.0,1233.42,1233.42,83,41.5,1169,584.5,0,0.0,0.0,0.0,0,0.0,Friday,Otros
12441.0,367,1,155.55,1,1.0,0.0,155.55,155.55,10,10.0,120,120.0,0,0.0,0.0,0.0,0,0.0,Wednesday,France
12442.0,3,1,144.06,1,1.0,0.0,144.06,144.06,11,11.0,181,181.0,0,0.0,0.0,0.0,0,0.0,Tuesday,Otros
12444.0,21,5,3918.86,5,1.0,37.2,783.77,783.77,137,27.4,1130,226.0,0,0.0,0.0,0.0,0,0.0,Tuesday,Otros
12445.0,22,1,77.4,1,1.0,0.0,77.4,77.4,3,3.0,60,60.0,0,0.0,0.0,0.0,0,0.0,Thursday,Otros
12446.0,58,1,997.91,1,1.0,0.0,997.91,997.91,57,57.0,351,351.0,0,0.0,0.0,0.0,0,0.0,Thursday,Otros
12447.0,243,1,431.49,1,1.0,0.0,431.49,431.49,25,25.0,187,187.0,0,0.0,0.0,0.0,1,1.0,Sunday,Otros
12448.0,44,1,313.2,1,1.0,0.0,313.2,313.2,21,21.0,240,240.0,0,0.0,0.0,0.0,0,0.0,Wednesday,Otros
12449.0,22,4,3596.29,4,1.0,54.7,899.07,899.07,117,29.25,1523,380.8,0,0.0,0.0,0.0,1,0.25,Thursday,Otros
12450.0,156,2,197.88,2,1.0,17.0,98.94,98.94,7,3.5,128,64.0,0,0.0,0.0,0.0,1,0.5,Sunday,Otros
12451.0,11,5,8923.32,4,1.25,78.2,1784.66,2230.83,264,52.8,6574,1314.8,1,0.2,102.0,0.0114,0,0.0,Wednesday,Otros
12452.0,17,1,348.57,1,1.0,0.0,348.57,348.57,20,20.0,181,181.0,0,0.0,0.0,0.0,0,0.0,Wednesday,Otros
12453.0,134,1,707.09,1,1.0,0.0,707.09,707.09,43,43.0,473,473.0,0,0.0,0.0,0.0,0,0.0,Thursday,Otros
12454.0,53,1,2928.34,1,1.0,0.0,2928.34,2928.34,15,15.0,758,758.0,1,1.0,2928.34,1.0,0,0.0,Friday,Otros
12455.0,73,5,2247.46,5,1.0,55.8,449.49,449.49,84,16.8,1916,383.2,0,0.0,0.0,0.0,0,0.0,Wednesday,Otros
12456.0,44,3,2581.04,3,1.0,105.0,860.35,860.35,104,34.67,1618,539.3,1,0.3333,27.15,0.0105,1,0.3333,Wednesday,Otros
12457.0,58,6,2009.63,3,2.0,34.4,334.94,669.88,52,8.67,835,139.2,5,0.8333,445.45,0.2217,0,0.0,Wednesday,Otros
12458.0,71,2,787.4,2,1.0,213.0,393.7,393.7,34,17.0,502,251.0,0,0.0,0.0,0.0,0,0.0,Monday,Otros
12461.0,155,1,626.88,1,1.0,0.0,626.88,626.88,34,34.0,282,282.0,0,0.0,0.0,0.0,0,0.0,Friday,Otros
12462.0,2,2,937.59,2,1.0,284.0,468.8,468.8,50,25.0,527,263.5,2,1.0,65.58,0.0699,0,0.0,Wednesday,Otros
12463.0,46,4,1200.78,4,1.0,62.7,300.2,300.2,64,16.0,768,192.0,2,0.5,35.15,0.0293,0,0.0,Tuesday,Otros
12464.0,10,8,837.25,5,1.6,42.7,104.66,167.45,5,0.62,95,11.9,0,0.0,0.0,0.0,0,0.0,Thursday,Otros
12465.0,8,2,682.19,2,1.0,152.0,341.1,341.1,45,22.5,475,237.5,1,0.5,8.3,0.0122,0,0.0,Thursday,Otros
12468.0,143,2,657.54,2,1.0,128.0,328.77,328.77,35,17.5,362,181.0,1,0.5,5.5,0.0084,1,0.5,Sunday,Germany
12471.0,2,27,17362.45,12,2.25,13.9,643.05,1446.87,148,5.48,8092,299.7,18,0.6667,1065.13,0.0613,0,0.0,Thursday,Germany
12472.0,31,7,6051.31,7,1.0,56.0,864.47,864.47,218,31.14,4120,588.6,6,0.8571,342.63,0.0566,2,0.2857,Wednesday,Germany
12473.0,54,3,2573.13,3,1.0,69.0,857.71,857.71,138,46.0,2394,798.0,1,0.3333,40.46,0.0157,0,0.0,Monday,Germany
12474.0,17,18,6654.09,9,2.0,18.4,369.67,739.34,252,14.0,4798,266.6,12,0.6667,259.32,0.039,1,0.0556,Tuesday,Germany
12475.0,54,1,669.38,1,1.0,0.0,669.38,669.38,35,35.0,532,532.0,0,0.0,0.0,0.0,0,0.0,Monday,Germany
12476.0,1,11,5794.82,9,1.22,34.5,526.8,643.87,176,16.0,2357,214.3,9,0.8182,254.04,0.0438,0,0.0,Thursday,Germany
12477.0,23,6,13198.34,5,1.2,55.6,2199.72,2639.67,191,31.83,3653,608.8,3,0.5,102.73,0.0078,0,0.0,Friday,Germany
12478.0,4,1,545.99,1,1.0,0.0,545.99,545.99,35,35.0,233,233.0,0,0.0,0.0,0.0,0,0.0,Tuesday,Otros
12479.0,4,1,473.2,1,1.0,0.0,473.2,473.2,30,30.0,382,382.0,2,2.0,49.9,0.1055,0,0.0,Monday,Germany
12480.0,28,4,2766.83,4,1.0,102.3,691.71,691.71,128,32.0,1613,403.2,0,0.0,0.0,0.0,0,0.0,Friday,Germany
12481.0,23,10,4925.42,7,1.43,38.0,492.54,703.63,149,14.9,3262,326.2,1,0.1,5.46,0.0011,0,0.0,Monday,Germany
12483.0,17,8,1910.98,7,1.14,46.0,238.87,273.0,45,5.62,1094,136.8,3,0.375,37.85,0.0198,1,0.125,Tuesday,Otros
12484.0,35,4,3939.32,4,1.0,100.3,984.83,984.83,255,63.75,2166,541.5,2,0.5,46.45,0.0118,1,0.25,Friday,Otros
12488.0,10,3,1202.66,3,1.0,32.5,400.89,400.89,45,15.0,526,175.3,0,0.0,0.0,0.0,1,0.3333,Wednesday,France
12489.0,336,1,292.53,1,1.0,0.0,292.53,292.53,14,14.0,103,103.0,0,0.0,0.0,0.0,0,0.0,Friday,France
12490.0,5,10,4859.93,8,1.25,36.0,485.99,607.49,130,13.0,3033,303.3,0,0.0,0.0,0.0,2,0.2,Wednesday,France
12491.0,39,1,424.4,1,1.0,0.0,424.4,424.4,24,24.0,258,258.0,0,0.0,0.0,0.0,0,0.0,Tuesday,France
12492.0,63,2,227.21,2,1.0,42.0,113.6,113.6,18,9.0,190,95.0,0,0.0,0.0,0.0,0,0.0,Friday,Germany
12493.0,166,2,375.54,2,1.0,31.0,187.77,187.77,18,9.0,204,102.0,1,0.5,12.75,0.034,0,0.0,Thursday,France
12494.0,10,7,1084.1,6,1.17,58.2,154.87,180.68,62,8.86,698,99.7,6,0.8571,88.75,0.0819,1,0.1429,Friday,France
12497.0,82,1,942.6,1,1.0,0.0,942.6,942.6,13,13.0,1206,1206.0,0,0.0,0.0,0.0,0,0.0,Monday,Germany
12498.0,21,3,349.7,2,1.5,18.0,116.57,174.85,20,6.67,156,52.0,0,0.0,0.0,0.0,0,0.0,Thursday,Germany
12500.0,23,11,3596.54,7,1.57,31.0,326.96,513.79,33,3.0,2235,203.2,2,0.1818,33.55,0.0093,0,0.0,Friday,Germany
12501.0,315,1,2021.19,1,1.0,0.0,2021.19,2021.19,148,148.0,1775,1775.0,1,1.0,79.71,0.0394,0,0.0,Friday,Germany
12502.0,96,5,2964.47,5,1.0,53.5,592.89,592.89,101,20.2,794,158.8,0,0.0,0.0,0.0,0,0.0,Thursday,Otros
12504.0,18,2,428.05,1,2.0,12.0,214.02,428.05,5,2.5,87,43.5,2,1.0,368.05,0.8598,0,0.0,Wednesday,Germany
12506.0,233,1,73.5,1,1.0,0.0,73.5,73.5,23,23.0,23,23.0,0,0.0,0.0,0.0,0,0.0,Thursday,France
12507.0,134,3,992.41,2,1.5,82.0,330.8,496.2,18,6.0,829,276.3,1,0.3333,46.75,0.0471,0,0.0,Monday,Otros
12508.0,26,2,397.88,1,2.0,2.0,198.94,397.88,57,28.5,271,135.5,0,0.0,0.0,0.0,1,0.5,Thursday,France
12509.0,284,1,158.5,1,1.0,0.0,158.5,158.5,6,6.0,54,54.0,0,0.0,0.0,0.0,0,0.0,Monday,France
12510.0,143,2,814.57,2,1.0,182.0,407.28,407.28,28,14.0,347,173.5,0,0.0,0.0,0.0,0,0.0,Tuesday,Otros
12512.0,66,2,132.18,1,2.0,0.0,66.09,132.18,31,15.5,96,48.0,0,0.0,0.0,0.0,0,0.0,Tuesday,Otros
12513.0,85,1,558.29,1,1.0,0.0,558.29,558.29,34,34.0,459,459.0,1,1.0,25.5,0.0457,0,0.0,Friday,France
12514.0,267,1,1017.68,1,1.0,0.0,1017.68,1017.68,51,51.0,440,440.0,0,0.0,0.0,0.0,0,0.0,Thursday,Otros
12515.0,353,1,278.7,1,1.0,0.0,278.7,278.7,15,15.0,128,128.0,0,0.0,0.0,0.0,0,0.0,Tuesday,Otros
12516.0,78,2,1168.78,2,1.0,102.0,584.39,584.39,19,9.5,844,422.0,0,0.0,0.0,0.0,1,0.5,Sunday,Germany
12517.0,28,4,2301.6,4,1.0,53.7,575.4,575.4,231,57.75,1351,337.8,1,0.25,37.95,0.0165,0,0.0,Thursday,Germany
12518.0,1,5,1840.89,5,1.0,27.2,368.18,368.18,83,16.6,1306,261.2,0,0.0,0.0,0.0,1,0.2,Friday,Germany
12519.0,64,1,276.84,1,1.0,0.0,276.84,276.84,16,16.0,172,172.0,0,0.0,0.0,0.0,0,0.0,Friday,Germany
12520.0,79,5,2342.06,4,1.25,48.5,468.41,585.52,120,24.0,1423,284.6,1,0.2,51.75,0.0221,0,0.0,Friday,Germany
12521.0,143,1,543.48,1,1.0,0.0,543.48,543.48,37,37.0,306,306.0,0,0.0,0.0,0.0,0,0.0,Wednesday,Germany
12522.0,39,2,156.72,1,2.0,12.0,78.36,156.72,10,5.0,192,96.0,0,0.0,0.0,0.0,0,0.0,Wednesday,Germany
12523.0,2,11,1683.32,9,1.22,31.2,153.03,187.04,83,7.55,860,78.2,2,0.1818,31.95,0.019,2,0.1818,Wednesday,France
12524.0,9,8,3820.44,7,1.14,46.3,477.56,545.78,112,14.0,3333,416.6,0,0.0,0.0,0.0,1,0.125,Thursday,Germany
12526.0,1,3,1172.66,3,1.0,46.5,390.89,390.89,63,21.0,624,208.0,0,0.0,0.0,0.0,0,0.0,Tuesday,Germany
12527.0,82,3,330.71,3,1.0,121.5,110.24,110.24,17,5.67,233,77.7,0,0.0,0.0,0.0,0,0.0,Tuesday,Germany
12528.0,9,6,1639.08,6,1.0,60.6,273.18,273.18,49,8.17,740,123.3,2,0.3333,11.2,0.0068,0,0.0,Monday,Germany
12530.0,60,4,1411.48,4,1.0,92.3,352.87,352.87,50,12.5,904,226.0,1,0.25,38.65,0.0274,0,0.0,Tuesday,Germany
12531.0,15,1,108.02,1,1.0,0.0,108.02,108.02,17,17.0,45,45.0,0,0.0,0.0,0.0,0,0.0,Friday,Germany
12532.0,30,1,313.83,1,1.0,0.0,313.83,313.83,15,15.0,151,151.0,0,0.0,0.0,0.0,0,0.0,Wednesday,France
12534.0,131,1,974.98,1,1.0,0.0,974.98,974.98,62,62.0,645,645.0,0,0.0,0.0,0.0,0,0.0,Monday,Germany
12535.0,92,2,716.35,2,1.0,94.0,358.18,358.18,28,14.0,219,109.5,0,0.0,0.0,0.0,0,0.0,Monday,France
12536.0,8,1,4235.51,1,1.0,0.0,4235.51,4235.51,259,259.0,2801,2801.0,1,1.0,128.45,0.0303,0,0.0,Tuesday,France
12538.0,29,1,363.95,1,1.0,0.0,363.95,363.95,21,21.0,191,191.0,0,0.0,0.0,0.0,0,0.0,Thursday,Otros
12539.0,22,4,5481.75,3,1.33,103.7,1370.44,1827.25,157,39.25,2067,516.8,0,0.0,0.0,0.0,0,0.0,Thursday,Otros
12540.0,20,17,11529.44,11,1.55,21.4,678.2,1048.13,276,16.24,6620,389.4,2,0.1176,91.2,0.0079,1,0.0588,Tuesday,Otros
12541.0,30,3,841.18,3,1.0,125.5,280.39,280.39,45,15.0,675,225.0,0,0.0,0.0,0.0,1,0.3333,Thursday,Otros
12544.0,30,1,316.7,1,1.0,0.0,316.7,316.7,18,18.0,134,134.0,1,1.0,17.0,0.0537,0,0.0,Thursday,Otros
12545.0,75,2,832.39,2,1.0,184.0,416.2,416.2,41,20.5,517,258.5,0,0.0,0.0,0.0,1,0.5,Friday,Otros
12546.0,47,2,1021.5,2,1.0,31.0,510.75,510.75,58,29.0,628,314.0,1,0.5,20.0,0.0196,0,0.0,Friday,Otros
12547.0,198,2,151.8,2,1.0,82.0,75.9,75.9,6,3.0,132,66.0,0,0.0,0.0,0.0,0,0.0,Friday,Otros
12548.0,166,1,67.2,1,1.0,0.0,67.2,67.2,4,4.0,48,48.0,0,0.0,0.0,0.0,1,1.0,Sunday,Otros
12550.0,79,1,824.83,1,1.0,0.0,824.83,824.83,56,56.0,564,564.0,0,0.0,0.0,0.0,0,0.0,Wednesday,Otros
12551.0,358,1,168.0,1,1.0,0.0,168.0,168.0,10,10.0,100,100.0,0,0.0,0.0,0.0,0,0.0,Friday,Otros
12552.0,40,1,315.62,1,1.0,0.0,315.62,315.62,19,19.0,85,85.0,0,0.0,0.0,0.0,0,0.0,Monday,Otros
12553.0,8,10,3278.28,9,1.11,35.7,327.83,364.25,94,9.4,1942,194.2,4,0.4,40.03,0.0122,1,0.1,Friday,France
12556.0,50,2,599.56,2,1.0,100.0,299.78,299.78,100,50.0,355,177.5,0,0.0,0.0,0.0,0,0.0,Monday,Otros
12557.0,16,5,6624.54,5,1.0,88.8,1324.91,1324.91,15,3.0,2798,559.6,0,0.0,0.0,0.0,0,0.0,Monday,Otros
12558.0,2,1,269.96,1,1.0,0.0,269.96,269.96,11,11.0,196,196.0,1,1.0,269.96,1.0,0,0.0,Friday,Otros
12559.0,311,2,525.71,2,1.0,8.0,262.86,262.86,20,10.0,281,140.5,1,0.5,25.5,0.0485,0,0.0,Monday,Germany
12560.0,5,2,1913.81,2,1.0,137.0,956.9,956.9,90,45.0,1098,549.0,1,0.5,32.62,0.017,1,0.5,Tuesday,Germany
12561.0,303,1,238.85,1,1.0,0.0,238.85,238.85,16,16.0,177,177.0,0,0.0,0.0,0.0,0,0.0,Thursday,Germany
12562.0,8,7,3352.14,7,1.0,31.7,478.88,478.88,98,14.0,1757,251.0,0,0.0,0.0,0.0,0,0.0,Thursday,France
12564.0,261,1,390.3,1,1.0,0.0,390.3,390.3,20,20.0,130,130.0,0,0.0,0.0,0.0,0,0.0,Wednesday,France
12565.0,282,1,145.92,1,1.0,0.0,145.92,145.92,9,9.0,80,80.0,1,1.0,14.75,0.1011,0,0.0,Thursday,Otros
12566.0,73,1,297.65,1,1.0,0.0,297.65,297.65,18,18.0,262,262.0,1,1.0,4.95,0.0166,0,0.0,Wednesday,Germany
12567.0,23,10,8433.88,7,1.43,38.4,843.39,1204.84,322,32.2,4261,426.1,1,0.1,286.34,0.034,3,0.3,Sunday,France
12569.0,2,32,3152.69,9,3.56,8.1,98.52,350.3,91,2.84,1747,54.6,1,0.0312,23.7,0.0075,2,0.0625,Thursday,Germany
12571.0,40,2,519.61,2,1.0,81.0,259.8,259.8,31,15.5,523,261.5,0,0.0,0.0,0.0,0,0.0,Monday,France
12572.0,9,2,904.02,2,1.0,43.0,452.01,452.01,52,26.0,446,223.0,1,0.5,15.7,0.0174,0,0.0,Wednesday,Germany
12573.0,227,1,160.54,1,1.0,0.0,160.54,160.54,26,26.0,84,84.0,0,0.0,0.0,0.0,0,0.0,Tuesday,France
12574.0,316,1,182.45,1,1.0,0.0,182.45,182.45,10,10.0,59,59.0,0,0.0,0.0,0.0,0,0.0,Friday,France
12576.0,36,5,1292.23,5,1.0,67.0,258.45,258.45,72,14.4,967,193.4,1,0.2,8.85,0.0068,0,0.0,Friday,Otros
12577.0,35,3,622.65,2,1.5,161.5,207.55,311.32,136,45.33,468,156.0,1,0.3333,62.4,0.1002,0,0.0,Friday,France
12578.0,21,2,2393.71,2,1.0,308.0,1196.86,1196.86,110,55.0,1182,591.0,2,1.0,41.15,0.0172,0,0.0,Thursday,Otros
